Subject ID,Dyad ID,thisRow.t,trigger_test_space.rt,trigger_test_space.keys,notes,frameRate,trigger_text.started,trigger_test_space.started,trigger_test_space.duration,trigger_test.stopped,trigger_test.started,start_sound.stopped,start_sound.started,psychopyVersion,intro.started,expStart,expName,date,
,,,1.0661459229886532,space,,118.15594112341184,0.021024215035140514,0.021024215035140514,None,1.2372559810755774,0.007652688072994351,,,2024.2.4,,2026-05-06 16h02.47.898086 -0400,social-animations-fnirs,2026-05-06_16h02.41.157,
,,,,,,,,,,,,0.4860414449358359,0.0006153659196570516,,1.2384616479976103,,,,
